tx_id,gene_id,gene_name,gene_biotype
YER129W_mRNA,YER129W,SAK1,protein_coding
YER130C_mRNA,YER130C,COM2,protein_coding
YER131W_mRNA,YER131W,RPS26B,protein_coding
YER132C_mRNA,YER132C,PMD1,protein_coding
YER133W-A_mRNA,YER133W-A,,protein_coding
YER133W_mRNA,YER133W,GLC7,protein_coding
YER134C_mRNA,YER134C,,protein_coding
YER135C_mRNA,YER135C,,protein_coding
YER136W_mRNA,YER136W,GDI1,protein_coding
YER137C-A,YER137C-A,,transposable_element
YER137C_mRNA,YER137C,,protein_coding
YER137W-A_mRNA,YER137W-A,,protein_coding
YER138C,YER138C,,transposable_element
YER138W-A_mRNA,YER138W-A,,protein_coding
YER139C_mRNA,YER139C,RTR1,protein_coding
YER140W_mRNA,YER140W,EMP65,protein_coding
YER141W_mRNA,YER141W,COX15,protein_coding
YER142C_mRNA,YER142C,MAG1,protein_coding
YER143W_mRNA,YER143W,DDI1,protein_coding
YER144C_mRNA,YER144C,UBP5,protein_coding
YER145C-A_mRNA,YER145C-A,,protein_coding
YER145C_mRNA,YER145C,FTR1,protein_coding
YER146W_mRNA,YER146W,LSM5,protein_coding
YER147C-A_mRNA,YER147C-A,,protein_coding
YER147C_mRNA,YER147C,SCC4,protein_coding
YER148W-A_mRNA,YER148W-A,,protein_coding
YER148W_mRNA,YER148W,SPT15,protein_coding
YER149C_mRNA,YER149C,PEA2,protein_coding
YER150W_mRNA,YER150W,SPI1,protein_coding
YER151C_mRNA,YER151C,UBP3,protein_coding
YER152C_mRNA,YER152C,,protein_coding
YER152W-A_mRNA,YER152W-A,,protein_coding
YER153C_mRNA,YER153C,PET122,protein_coding
YER154W_mRNA,YER154W,OXA1,protein_coding
YER155C_mRNA,YER155C,BEM2,protein_coding
YER156C_mRNA,YER156C,,protein_coding
YER157W_mRNA,YER157W,COG3,protein_coding
YER158C_mRNA,YER158C,,protein_coding
YER158W-A_mRNA,YER158W-A,,protein_coding
YER159C-A,YER159C-A,,transposable_element
YER159C_mRNA,YER159C,BUR6,protein_coding
YER160C,YER160C,,transposable_element
YER161C_mRNA,YER161C,SPT2,protein_coding
YER162C_mRNA,YER162C,RAD4,protein_coding
YER163C_mRNA,YER163C,GCG1,protein_coding
YER164W_mRNA,YER164W,CHD1,protein_coding
YER165C-A_mRNA,YER165C-A,,protein_coding
YER165W_mRNA,YER165W,PAB1,protein_coding
YER166W_mRNA,YER166W,DNF1,protein_coding
YER167W_mRNA,YER167W,BCK2,protein_coding
YER168C_mRNA,YER168C,CCA1,protein_coding
YER169W_mRNA,YER169W,RPH1,protein_coding
YER170W_mRNA,YER170W,ADK2,protein_coding
YER171W_mRNA,YER171W,RAD3,protein_coding
YER172C-A_mRNA,YER172C-A,,protein_coding
YER172C_mRNA,YER172C,BRR2,protein_coding
YER173W_mRNA,YER173W,RAD24,protein_coding
YER174C_mRNA,YER174C,GRX4,protein_coding
YER175C_mRNA,YER175C,TMT1,protein_coding
YER175W-A_mRNA,YER175W-A,,protein_coding
YER176W_mRNA,YER176W,ECM32,protein_coding
YER177W_mRNA,YER177W,BMH1,protein_coding
YER178W_mRNA,YER178W,PDA1,protein_coding
YER179W_mRNA,YER179W,DMC1,protein_coding
YER180C-A_mRNA,YER180C-A,SLO1,protein_coding
YER180C_mRNA,YER180C,ISC10,protein_coding
YER181C_mRNA,YER181C,,protein_coding
YER182W_mRNA,YER182W,FMP10,protein_coding
YER183C_mRNA,YER183C,FAU1,protein_coding
YER184C_mRNA,YER184C,TOG1,protein_coding
YER185W_mRNA,YER185W,PUG1,protein_coding
YER186C_mRNA,YER186C,,protein_coding
YER187W_mRNA,YER187W,,protein_coding
YER188C-A_mRNA,YER188C-A,,protein_coding
YER188W_mRNA,YER188W,,protein_coding
YER189W_mRNA,YER189W,,protein_coding
YER190C-A_mRNA,YER190C-A,,protein_coding
YER190C-B_mRNA,YER190C-B,,protein_coding
YER190W_mRNA,YER190W,YRF1-2,protein_coding
YFL001W_mRNA,YFL001W,DEG1,protein_coding
YFL002C_mRNA,YFL002C,SPB4,protein_coding
YFL002W-A,YFL002W-A,,transposable_element
YFL002W-B,YFL002W-B,,transposable_element
YFL003C_mRNA,YFL003C,MSH4,protein_coding
YFL004W_mRNA,YFL004W,VTC2,protein_coding
YFL005W_mRNA,YFL005W,SEC4,protein_coding
YFL007W_mRNA,YFL007W,BLM10,protein_coding
YFL008W_mRNA,YFL008W,SMC1,protein_coding
YFL009W_mRNA,YFL009W,CDC4,protein_coding
YFL010C_mRNA,YFL010C,WWM1,protein_coding
YFL010W-A_mRNA,YFL010W-A,AUA1,protein_coding
YFL011W_mRNA,YFL011W,HXT10,protein_coding
YFL012W-A_mRNA,YFL012W-A,,protein_coding
YFL012W_mRNA,YFL012W,,protein_coding
YFL013C_mRNA,YFL013C,IES1,protein_coding
YFL013W-A_mRNA,YFL013W-A,,protein_coding
YFL014W_mRNA,YFL014W,HSP12,protein_coding
YFL015C_mRNA,YFL015C,,protein_coding
YFL015W-A_mRNA,YFL015W-A,,protein_coding
YFL016C_mRNA,YFL016C,MDJ1,protein_coding
YFL017C_mRNA,YFL017C,GNA1,protein_coding
YFL017W-A_mRNA,YFL017W-A,SMX2,protein_coding
YFL018C_mRNA,YFL018C,LPD1,protein_coding
YFL019C_mRNA,YFL019C,,protein_coding
YFL020C_mRNA,YFL020C,PAU5,protein_coding
YFL021C-A_mRNA,YFL021C-A,,protein_coding
YFL021W_mRNA,YFL021W,GAT1,protein_coding
YFL022C_mRNA,YFL022C,FRS2,protein_coding
YFL023W_mRNA,YFL023W,BUD27,protein_coding
YFL024C_mRNA,YFL024C,EPL1,protein_coding
YFL025C_mRNA,YFL025C,BST1,protein_coding
YFL026W_mRNA,YFL026W,STE2,protein_coding
YFL027C_mRNA,YFL027C,GYP8,protein_coding
YFL028C_mRNA,YFL028C,CAF16,protein_coding
YFL029C_mRNA,YFL029C,CAK1,protein_coding
YFL030W_mRNA,YFL030W,AGX1,protein_coding
YFL031C-A_mRNA,YFL031C-A,,protein_coding
YFL031W_mRNA,YFL031W,HAC1,protein_coding
YFL032W_mRNA,YFL032W,,protein_coding
YFL033C_mRNA,YFL033C,RIM15,protein_coding
YFL034C-A_mRNA,YFL034C-A,RPL22B,protein_coding
YFL034C-B_mRNA,YFL034C-B,MOB2,protein_coding
YFL034W_mRNA,YFL034W,MIL1,protein_coding
YFL036W_mRNA,YFL036W,RPO41,protein_coding
YFL037W_mRNA,YFL037W,TUB2,protein_coding
YFL038C_mRNA,YFL038C,YPT1,protein_coding
YFL039C_mRNA,YFL039C,ACT1,protein_coding
YFL040W_mRNA,YFL040W,,protein_coding
YFL041W-A_mRNA,YFL041W-A,,protein_coding
YFL041W_mRNA,YFL041W,FET5,protein_coding
YFL042C_mRNA,YFL042C,,protein_coding
YFL044C_mRNA,YFL044C,OTU1,protein_coding
YFL045C_mRNA,YFL045C,SEC53,protein_coding
YFL046W_mRNA,YFL046W,FMP32,protein_coding
YFL047W_mRNA,YFL047W,RGD2,protein_coding
YFL048C_mRNA,YFL048C,EMP47,protein_coding
YFL049W_mRNA,YFL049W,SWP82,protein_coding
YFL050C_mRNA,YFL050C,ALR2,protein_coding
YFL051C_mRNA,YFL051C,,protein_coding
YFL052W_mRNA,YFL052W,,protein_coding
YFL053W_mRNA,YFL053W,DAK2,protein_coding
YFL054C_mRNA,YFL054C,AQY3,protein_coding
YFL055W_mRNA,YFL055W,AGP3,protein_coding
YFL056C,YFL056C,AAD6,pseudogene
YFL058W_mRNA,YFL058W,THI5,protein_coding
YFL059W_mRNA,YFL059W,SNZ3,protein_coding
YFL060C_mRNA,YFL060C,SNO3,protein_coding
YFL061W_mRNA,YFL061W,DDI2,protein_coding
YFL062W_mRNA,YFL062W,COS4,protein_coding
YFL063W_mRNA,YFL063W,,protein_coding
YFL064C_mRNA,YFL064C,,protein_coding
YFL065C_mRNA,YFL065C,,protein_coding
YFL066C_mRNA,YFL066C,,protein_coding
YFL067W_mRNA,YFL067W,,protein_coding
YFL068W_mRNA,YFL068W,,protein_coding
YFR001W_mRNA,YFR001W,LOC1,protein_coding
YFR002W_mRNA,YFR002W,NIC96,protein_coding
YFR003C_mRNA,YFR003C,YPI1,protein_coding
YFR004W_mRNA,YFR004W,RPN11,protein_coding
YFR005C_mRNA,YFR005C,SAD1,protein_coding
YFR006W_mRNA,YFR006W,,protein_coding
YFR007W_mRNA,YFR007W,YFH7,protein_coding
YFR008W_mRNA,YFR008W,FAR7,protein_coding
YFR009W-A_mRNA,YFR009W-A,,protein_coding
YFR009W_mRNA,YFR009W,GCN20,protein_coding
YFR010W-A_mRNA,YFR010W-A,,protein_coding
YFR010W_mRNA,YFR010W,UBP6,protein_coding
YFR011C_mRNA,YFR011C,,protein_coding
YFR012W-A_mRNA,YFR012W-A,,protein_coding
YFR012W_mRNA,YFR012W,DCV1,protein_coding
YFR013W_mRNA,YFR013W,IOC3,protein_coding
YFR014C_mRNA,YFR014C,CMK1,protein_coding
YFR015C_mRNA,YFR015C,GSY1,protein_coding
YFR016C_mRNA,YFR016C,,protein_coding
YFR017C_mRNA,YFR017C,IGD1,protein_coding
YFR018C_mRNA,YFR018C,,protein_coding
YFR019W_mRNA,YFR019W,FAB1,protein_coding
YFR020W_mRNA,YFR020W,CSS2,protein_coding
YFR021W_mRNA,YFR021W,ATG18,protein_coding
YFR022W_mRNA,YFR022W,ROG3,protein_coding
YFR023W_mRNA,YFR023W,PES4,protein_coding
YFR024C-A_mRNA,YFR024C-A,LSB3,protein_coding
YFR025C_mRNA,YFR025C,HIS2,protein_coding
YFR026C_mRNA,YFR026C,ULI1,protein_coding
YFR027W_mRNA,YFR027W,ECO1,protein_coding
YFR028C_mRNA,YFR028C,CDC14,protein_coding
YFR029W_mRNA,YFR029W,PTR3,protein_coding
YFR030W_mRNA,YFR030W,MET10,protein_coding
YFR031C-A_mRNA,YFR031C-A,RPL2A,protein_coding
YFR031C_mRNA,YFR031C,SMC2,protein_coding
YFR032C-A_mRNA,YFR032C-A,RPL29,protein_coding
YFR032C-B_mRNA,YFR032C-B,,protein_coding
YFR032C_mRNA,YFR032C,RRT5,protein_coding
YFR033C_mRNA,YFR033C,QCR6,protein_coding
YFR034C_mRNA,YFR034C,PHO4,protein_coding
YFR034W-A_mRNA,YFR034W-A,,protein_coding
YFR035C_mRNA,YFR035C,,protein_coding
YFR036W-A_mRNA,YFR036W-A,,protein_coding
YFR036W_mRNA,YFR036W,CDC26,protein_coding
YFR037C_mRNA,YFR037C,RSC8,protein_coding
YFR038W_mRNA,YFR038W,IRC5,protein_coding
YFR039C_mRNA,YFR039C,OSW7,protein_coding
YFR040W_mRNA,YFR040W,SAP155,protein_coding
YFR041C_mRNA,YFR041C,ERJ5,protein_coding
YFR042W_mRNA,YFR042W,KEG1,protein_coding
YFR043C_mRNA,YFR043C,IRC6,protein_coding
YFR044C_mRNA,YFR044C,DUG1,protein_coding
YFR045W_mRNA,YFR045W,,protein_coding
YFR046C_mRNA,YFR046C,CNN1,protein_coding
YFR047C_mRNA,YFR047C,BNA6,protein_coding
YFR048W_mRNA,YFR048W,RMD8,protein_coding
YFR049W_mRNA,YFR049W,YMR31,protein_coding
YFR050C_mRNA,YFR050C,PRE4,protein_coding
YFR051C_mRNA,YFR051C,RET2,protein_coding
YFR052C-A_mRNA,YFR052C-A,,protein_coding
YFR052W_mRNA,YFR052W,RPN12,protein_coding
YFR053C_mRNA,YFR053C,HXK1,protein_coding
YFR054C_mRNA,YFR054C,,protein_coding
YFR055W_mRNA,YFR055W,IRC7,protein_coding
YFR056C_mRNA,YFR056C,,protein_coding
YFR057W_mRNA,YFR057W,,protein_coding
YGL001C_mRNA,YGL001C,ERG26,protein_coding
YGL002W_mRNA,YGL002W,ERP6,protein_coding
YGL003C_mRNA,YGL003C,CDH1,protein_coding
YGL004C_mRNA,YGL004C,RPN14,protein_coding
YGL005C_mRNA,YGL005C,COG7,protein_coding
YGL006W-A_mRNA,YGL006W-A,,protein_coding
YGL006W_mRNA,YGL006W,PMC1,protein_coding
YGL007C-A_mRNA,YGL007C-A,,protein_coding
YGL007W_mRNA,YGL007W,BRP1,protein_coding
YGL008C_mRNA,YGL008C,PMA1,protein_coding
YGL009C_mRNA,YGL009C,LEU1,protein_coding
YGL010W_mRNA,YGL010W,MPO1,protein_coding
YGL011C_mRNA,YGL011C,SCL1,protein_coding
YGL012W_mRNA,YGL012W,ERG4,protein_coding
YGL013C_mRNA,YGL013C,PDR1,protein_coding
YGL014C-A_mRNA,YGL014C-A,,protein_coding
YGL014W_mRNA,YGL014W,PUF4,protein_coding
YGL015C_mRNA,YGL015C,,protein_coding
YGL016W_mRNA,YGL016W,KAP122,protein_coding
YGL017W_mRNA,YGL017W,ATE1,protein_coding
YGL018C_mRNA,YGL018C,JAC1,protein_coding
YGL019W_mRNA,YGL019W,CKB1,protein_coding
YGL020C_mRNA,YGL020C,GET1,protein_coding
YGL021W_mRNA,YGL021W,ALK1,protein_coding
YGL022W_mRNA,YGL022W,STT3,protein_coding
YGL023C_mRNA,YGL023C,PIB2,protein_coding
YGL024W_mRNA,YGL024W,,protein_coding
YGL025C_mRNA,YGL025C,PGD1,protein_coding
YGL026C_mRNA,YGL026C,TRP5,protein_coding
YGL027C_mRNA,YGL027C,CWH41,protein_coding
YGL028C_mRNA,YGL028C,SCW11,protein_coding
YGL029W_mRNA,YGL029W,CGR1,protein_coding
YGL030W_mRNA,YGL030W,RPL30,protein_coding
YGL031C_mRNA,YGL031C,RPL24A,protein_coding
YGL032C_mRNA,YGL032C,AGA2,protein_coding
YGL033W_mRNA,YGL033W,HOP2,protein_coding
YGL034C_mRNA,YGL034C,,protein_coding
YGL035C_mRNA,YGL035C,MIG1,protein_coding
YGL036W_mRNA,YGL036W,,protein_coding
YGL037C_mRNA,YGL037C,PNC1,protein_coding
YGL038C_mRNA,YGL038C,OCH1,protein_coding
YGL039W_mRNA,YGL039W,,protein_coding
YGL040C_mRNA,YGL040C,HEM2,protein_coding
YGL041C-B_mRNA,YGL041C-B,,protein_coding
YGL041C_mRNA,YGL041C,,protein_coding
YGL041W-A_mRNA,YGL041W-A,,protein_coding
YGL042C_mRNA,YGL042C,,protein_coding
YGL043W_mRNA,YGL043W,DST1,protein_coding
YGL044C_mRNA,YGL044C,RNA15,protein_coding
YGL045W_mRNA,YGL045W,RIM8,protein_coding
YGL047W_mRNA,YGL047W,ALG13,protein_coding
YGL048C_mRNA,YGL048C,RPT6,protein_coding
YGL049C_mRNA,YGL049C,TIF4632,protein_coding
YGL050W_mRNA,YGL050W,TYW3,protein_coding
YGL051W_mRNA,YGL051W,MST27,protein_coding
YGL052W_mRNA,YGL052W,,protein_coding
YGL053W_mRNA,YGL053W,PRM8,protein_coding
YGL054C_mRNA,YGL054C,ERV14,protein_coding
YGL055W_mRNA,YGL055W,OLE1,protein_coding
YGL056C_mRNA,YGL056C,SDS23,protein_coding
YGL057C_mRNA,YGL057C,GEP7,protein_coding
YGL058W_mRNA,YGL058W,RAD6,protein_coding
YGL059W_mRNA,YGL059W,PKP2,protein_coding
YGL060W_mRNA,YGL060W,YBP2,protein_coding
YGL061C_mRNA,YGL061C,DUO1,protein_coding
YGL062W_mRNA,YGL062W,PYC1,protein_coding
YGL063C-A_mRNA,YGL063C-A,,protein_coding
YGL063W_mRNA,YGL063W,PUS2,protein_coding
YGL064C_mRNA,YGL064C,MRH4,protein_coding
YGL065C_mRNA,YGL065C,ALG2,protein_coding
YGL066W_mRNA,YGL066W,SGF73,protein_coding
YGL067W_mRNA,YGL067W,NPY1,protein_coding
YGL068W_mRNA,YGL068W,MNP1,protein_coding
YGL069C_mRNA,YGL069C,,protein_coding
YGL070C_mRNA,YGL070C,RPB9,protein_coding
YGL071W_mRNA,YGL071W,AFT1,protein_coding
YGL072C_mRNA,YGL072C,,protein_coding
YGL073W_mRNA,YGL073W,HSF1,protein_coding
YGL074C_mRNA,YGL074C,,protein_coding
YGL075C_mRNA,YGL075C,MPS2,protein_coding
YGL076C_mRNA,YGL076C,RPL7A,protein_coding
YGL077C_mRNA,YGL077C,HNM1,protein_coding
YGL078C_mRNA,YGL078C,DBP3,protein_coding
YGL079W_mRNA,YGL079W,KXD1,protein_coding
YGL080W_mRNA,YGL080W,MPC1,protein_coding
YGL081W_mRNA,YGL081W,,protein_coding
YGL082W_mRNA,YGL082W,,protein_coding
YGL083W_mRNA,YGL083W,SCY1,protein_coding
YGL084C_mRNA,YGL084C,GUP1,protein_coding
YGL085W_mRNA,YGL085W,LCL3,protein_coding
YGL086W_mRNA,YGL086W,MAD1,protein_coding
YGL087C_mRNA,YGL087C,MMS2,protein_coding
YGL088W_mRNA,YGL088W,,protein_coding
YGL089C_mRNA,YGL089C,MF(ALPHA)2,protein_coding
YGL090W_mRNA,YGL090W,LIF1,protein_coding
YGL091C_mRNA,YGL091C,NBP35,protein_coding
YGL092W_mRNA,YGL092W,NUP145,protein_coding
YGL093W_mRNA,YGL093W,SPC105,protein_coding
YGL094C_mRNA,YGL094C,PAN2,protein_coding
YGL095C_mRNA,YGL095C,VPS45,protein_coding
YGL096W_mRNA,YGL096W,TOS8,protein_coding
YGL097W_mRNA,YGL097W,SRM1,protein_coding
YGL098W_mRNA,YGL098W,USE1,protein_coding
YGL099W_mRNA,YGL099W,LSG1,protein_coding
YGL100W_mRNA,YGL100W,SEH1,protein_coding
YGL101W_mRNA,YGL101W,,protein_coding
YGL102C_mRNA,YGL102C,,protein_coding
YGL103W_mRNA,YGL103W,RPL28,protein_coding
YGL104C_mRNA,YGL104C,VPS73,protein_coding
YGL105W_mRNA,YGL105W,ARC1,protein_coding
YGL106W_mRNA,YGL106W,MLC1,protein_coding
YGL107C_mRNA,YGL107C,RMD9,protein_coding
YGL108C_mRNA,YGL108C,,protein_coding
YGL109W_mRNA,YGL109W,,protein_coding
YGL110C_mRNA,YGL110C,CUE3,protein_coding
YGL111W_mRNA,YGL111W,NSA1,protein_coding
YGL112C_mRNA,YGL112C,TAF6,protein_coding
YGL113W_mRNA,YGL113W,SLD3,protein_coding
YGL114W_mRNA,YGL114W,,protein_coding
YGL115W_mRNA,YGL115W,SNF4,protein_coding
YGL116W_mRNA,YGL116W,CDC20,protein_coding
YGL117W_mRNA,YGL117W,,protein_coding
YGL118C_mRNA,YGL118C,,protein_coding
YGL119W_mRNA,YGL119W,COQ8,protein_coding
YGL120C_mRNA,YGL120C,PRP43,protein_coding
YGL121C_mRNA,YGL121C,GPG1,protein_coding
YGL122C_mRNA,YGL122C,NAB2,protein_coding
YGL123C-A_mRNA,YGL123C-A,,protein_coding
YGL123W_mRNA,YGL123W,RPS2,protein_coding
YGL124C_mRNA,YGL124C,MON1,protein_coding
YGL125W_mRNA,YGL125W,MET13,protein_coding
YGL126W_mRNA,YGL126W,SCS3,protein_coding
YGL127C_mRNA,YGL127C,SOH1,protein_coding
YGL128C_mRNA,YGL128C,CWC23,protein_coding
YGL129C_mRNA,YGL129C,RSM23,protein_coding
YGL130W_mRNA,YGL130W,CEG1,protein_coding
YGL131C_mRNA,YGL131C,SNT2,protein_coding
YGL132W_mRNA,YGL132W,,protein_coding
YGL133W_mRNA,YGL133W,ITC1,protein_coding
YGL134W_mRNA,YGL134W,PCL10,protein_coding
YGL135W_mRNA,YGL135W,RPL1B,protein_coding
YGL136C_mRNA,YGL136C,MRM2,protein_coding
YGL137W_mRNA,YGL137W,SEC27,protein_coding
YGL138C_mRNA,YGL138C,,protein_coding
YGL139W_mRNA,YGL139W,FLC3,protein_coding
YGL140C_mRNA,YGL140C,,protein_coding
YGL141W_mRNA,YGL141W,HUL5,protein_coding
YGL142C_mRNA,YGL142C,GPI10,protein_coding
YGL143C_mRNA,YGL143C,MRF1,protein_coding
YGL144C_mRNA,YGL144C,ROG1,protein_coding
YGL145W_mRNA,YGL145W,TIP20,protein_coding
YGL146C_mRNA,YGL146C,RRT6,protein_coding
YGL147C_mRNA,YGL147C,RPL9A,protein_coding
YGL148W_mRNA,YGL148W,ARO2,protein_coding
YGL149W_mRNA,YGL149W,,protein_coding
YGL150C_mRNA,YGL150C,INO80,protein_coding
YGL151W_mRNA,YGL151W,NUT1,protein_coding
YGL152C_mRNA,YGL152C,,protein_coding
YGL153W_mRNA,YGL153W,PEX14,protein_coding
YGL154C_mRNA,YGL154C,LYS5,protein_coding
YGL155W_mRNA,YGL155W,CDC43,protein_coding
YGL156W_mRNA,YGL156W,AMS1,protein_coding
YGL157W_mRNA,YGL157W,ARI1,protein_coding
YGL158W_mRNA,YGL158W,RCK1,protein_coding
YGL159W_mRNA,YGL159W,,protein_coding
YGL160W_mRNA,YGL160W,AIM14,protein_coding
YGL161C_mRNA,YGL161C,YIP5,protein_coding
YGL162W_mRNA,YGL162W,SUT1,protein_coding
YGL163C_mRNA,YGL163C,RAD54,protein_coding
YGL164C_mRNA,YGL164C,YRB30,protein_coding
YGL165C_mRNA,YGL165C,,protein_coding
YGL166W_mRNA,YGL166W,CUP2,protein_coding
YGL167C_mRNA,YGL167C,PMR1,protein_coding
YGL168W_mRNA,YGL168W,HUR1,protein_coding
YGL169W_mRNA,YGL169W,SUA5,protein_coding
YGL170C_mRNA,YGL170C,SPO74,protein_coding
YGL171W_mRNA,YGL171W,ROK1,protein_coding
YGL172W_mRNA,YGL172W,NUP49,protein_coding
YGL173C_mRNA,YGL173C,XRN1,protein_coding
YGL174W_mRNA,YGL174W,BUD13,protein_coding
YGL175C_mRNA,YGL175C,SAE2,protein_coding
YGL176C_mRNA,YGL176C,,protein_coding
YGL177W_mRNA,YGL177W,,protein_coding
YGL178W_mRNA,YGL178W,MPT5,protein_coding
YGL179C_mRNA,YGL179C,TOS3,protein_coding
YGL180W_mRNA,YGL180W,ATG1,protein_coding
YGL181W_mRNA,YGL181W,GTS1,protein_coding
YGL182C_mRNA,YGL182C,,protein_coding
YGL183C_mRNA,YGL183C,MND1,protein_coding
YGL184C_mRNA,YGL184C,STR3,protein_coding
YGL185C_mRNA,YGL185C,,protein_coding
YGL186C_mRNA,YGL186C,TPN1,protein_coding
YGL187C_mRNA,YGL187C,COX4,protein_coding
YGL188C-A_mRNA,YGL188C-A,,protein_coding
YGL188C_mRNA,YGL188C,,protein_coding
YGL189C_mRNA,YGL189C,RPS26A,protein_coding
YGL190C_mRNA,YGL190C,CDC55,protein_coding
YGL191W_mRNA,YGL191W,COX13,protein_coding
YGL192W_mRNA,YGL192W,IME4,protein_coding
YGL193C_mRNA,YGL193C,,protein_coding
YGL194C-A_mRNA,YGL194C-A,,protein_coding
YGL194C_mRNA,YGL194C,HOS2,protein_coding
YGL195W_mRNA,YGL195W,GCN1,protein_coding
YGL196W_mRNA,YGL196W,DSD1,protein_coding
YGL197W_mRNA,YGL197W,MDS3,protein_coding
YGL198W_mRNA,YGL198W,YIP4,protein_coding
YGL199C_mRNA,YGL199C,,protein_coding
YGL200C_mRNA,YGL200C,EMP24,protein_coding
YGL201C_mRNA,YGL201C,MCM6,protein_coding
YGL202W_mRNA,YGL202W,ARO8,protein_coding
YGL203C_mRNA,YGL203C,KEX1,protein_coding
YGL204C_mRNA,YGL204C,,protein_coding
YGL205W_mRNA,YGL205W,POX1,protein_coding
YGL206C_mRNA,YGL206C,CHC1,protein_coding
YGL207W_mRNA,YGL207W,SPT16,protein_coding
YGL208W_mRNA,YGL208W,SIP2,protein_coding
YGL209W_mRNA,YGL209W,MIG2,protein_coding
YGL210W_mRNA,YGL210W,YPT32,protein_coding
YGL211W_mRNA,YGL211W,NCS6,protein_coding
YGL212W_mRNA,YGL212W,VAM7,protein_coding
YGL213C_mRNA,YGL213C,SKI8,protein_coding
YGL214W_mRNA,YGL214W,,protein_coding
YGL215W_mRNA,YGL215W,CLG1,protein_coding
YGL216W_mRNA,YGL216W,KIP3,protein_coding
YGL217C_mRNA,YGL217C,,protein_coding
YGL218W_mRNA,YGL218W,,protein_coding
YGL219C_mRNA,YGL219C,MDM34,protein_coding
YGL220W_mRNA,YGL220W,,protein_coding
YGL221C_mRNA,YGL221C,NIF3,protein_coding
YGL222C_mRNA,YGL222C,EDC1,protein_coding
YGL223C_mRNA,YGL223C,COG1,protein_coding
YGL224C_mRNA,YGL224C,SDT1,protein_coding
YGL225W_mRNA,YGL225W,VRG4,protein_coding
YGL226C-A_mRNA,YGL226C-A,OST5,protein_coding
YGL226W_mRNA,YGL226W,MTC3,protein_coding
YGL227W_mRNA,YGL227W,VID30,protein_coding
YGL228W_mRNA,YGL228W,SHE10,protein_coding
YGL229C_mRNA,YGL229C,SAP4,protein_coding
YGL230C_mRNA,YGL230C,,protein_coding
YGL231C_mRNA,YGL231C,EMC4,protein_coding
YGL232W_mRNA,YGL232W,TAN1,protein_coding
YGL233W_mRNA,YGL233W,SEC15,protein_coding
YGL234W_mRNA,YGL234W,ADE5,protein_coding
YGL235W_mRNA,YGL235W,,protein_coding
YGL236C_mRNA,YGL236C,MTO1,protein_coding
YGL237C_mRNA,YGL237C,HAP2,protein_coding
YGL238W_mRNA,YGL238W,CSE1,protein_coding
YGL239C_mRNA,YGL239C,,protein_coding
YGL240W_mRNA,YGL240W,DOC1,protein_coding
YGL241W_mRNA,YGL241W,KAP114,protein_coding
YGL242C_mRNA,YGL242C,,protein_coding
YGL243W_mRNA,YGL243W,TAD1,protein_coding
YGL244W_mRNA,YGL244W,RTF1,protein_coding
YGL245W_mRNA,YGL245W,GUS1,protein_coding
YGL246C_mRNA,YGL246C,RAI1,protein_coding
YGL247W_mRNA,YGL247W,BRR6,protein_coding
YGL248W_mRNA,YGL248W,PDE1,protein_coding
YGL249W_mRNA,YGL249W,ZIP2,protein_coding
YGL250W_mRNA,YGL250W,RMR1,protein_coding
YGL251C_mRNA,YGL251C,HFM1,protein_coding
YGL252C_mRNA,YGL252C,RTG2,protein_coding
YGL253W_mRNA,YGL253W,HXK2,protein_coding
YGL254W_mRNA,YGL254W,FZF1,protein_coding
YGL255W_mRNA,YGL255W,ZRT1,protein_coding
YGL256W_mRNA,YGL256W,ADH4,protein_coding
YGL257C_mRNA,YGL257C,MNT2,protein_coding
YGL258W-A_mRNA,YGL258W-A,,protein_coding
YGL258W_mRNA,YGL258W,VEL1,protein_coding
YGL259W_mRNA,YGL259W,YPS5,protein_coding
YGL260W_mRNA,YGL260W,,protein_coding
YGL261C_mRNA,YGL261C,PAU11,protein_coding
YGL262W_mRNA,YGL262W,,protein_coding
YGL263W_mRNA,YGL263W,COS12,protein_coding
YGR001C_mRNA,YGR001C,EFM5,protein_coding
YGR002C_mRNA,YGR002C,SWC4,protein_coding
YGR003W_mRNA,YGR003W,CUL3,protein_coding
YGR004W_mRNA,YGR004W,PEX31,protein_coding
YGR005C_mRNA,YGR005C,TFG2,protein_coding
YGR006W_mRNA,YGR006W,PRP18,protein_coding
YGR007W_mRNA,YGR007W,ECT1,protein_coding
YGR008C_mRNA,YGR008C,STF2,protein_coding
YGR009C_mRNA,YGR009C,SEC9,protein_coding
YGR010W_mRNA,YGR010W,NMA2,protein_coding
YGR011W_mRNA,YGR011W,,protein_coding
YGR012W_mRNA,YGR012W,MCY1,protein_coding
YGR013W_mRNA,YGR013W,SNU71,protein_coding
YGR014W_mRNA,YGR014W,MSB2,protein_coding
YGR015C_mRNA,YGR015C,,protein_coding
YGR016W_mRNA,YGR016W,,protein_coding
YGR017W_mRNA,YGR017W,,protein_coding
YGR018C_mRNA,YGR018C,,protein_coding
YGR019W_mRNA,YGR019W,UGA1,protein_coding
YGR020C_mRNA,YGR020C,VMA7,protein_coding
YGR021W_mRNA,YGR021W,,protein_coding
YGR022C_mRNA,YGR022C,,protein_coding
YGR023W_mRNA,YGR023W,MTL1,protein_coding
