tx_id,gene_id,gene_name,gene_biotype
FBtr0100854,FBgn0013696,mt:tRNA:Ile-GAT,tRNA
FBtr0300139,FBgn0259839,Su(Ste):CR42408,ncRNA
FBtr0300161,FBgn0259864,Su(Ste):CR42433,ncRNA
FBtr0347034,FBgn0267595,CR45933,pseudogene
FBtr0302352,FBgn0085540,lncRNA:CR40947,ncRNA
FBtr0300167,FBgn0259870,Su(Ste):CR42439,ncRNA
FBtr0100855,FBgn0013703,mt:tRNA:Gln-TTG,tRNA
FBtr0100856,FBgn0013700,mt:tRNA:Met-CAT,tRNA
FBtr0304147,FBgn0085511,lncRNA:CR40719,ncRNA
FBtr0100857,FBgn0013680,mt:ND2,protein_coding
FBtr0300134,FBgn0259837,Su(Ste):CR42406,ncRNA
FBtr0308947,FBgn0085494,Mst77Y-16Psi,pseudogene
FBtr0302344,FBgn0085506,CG40635,protein_coding
FBtr0347035,FBgn0267596,CR45934,pseudogene
FBtr0346692,FBgn0267363,JYalpha,protein_coding
FBtr0300141,FBgn0259842,Su(Ste):CR42411,ncRNA
FBtr0100858,FBgn0013709,mt:tRNA:Trp-TCA,tRNA
FBtr0100859,FBgn0013690,mt:tRNA:Cys-GCA,tRNA
FBtr0100860,FBgn0013710,mt:tRNA:Tyr-GTA,tRNA
FBtr0300105,FBgn0259817,SteXh:CG42398,protein_coding
FBtr0100861,FBgn0013674,mt:CoI,protein_coding
FBtr0300146,FBgn0259849,Su(Ste):CR42418,ncRNA
FBtr0300138,FBgn0259840,Su(Ste):CR42409,ncRNA
FBtr0100862,FBgn0013699,mt:tRNA:Leu-TAA,tRNA
FBtr0100863,FBgn0013675,mt:CoII,protein_coding
FBtr0475054,FBgn0261386,Gpa2,protein_coding
FBtr0100864,FBgn0013697,mt:tRNA:Lys-CTT,tRNA
FBtr0100865,FBgn0013691,mt:tRNA:Asp-GTC,tRNA
FBtr0100866,FBgn0013673,mt:ATPase8,protein_coding
FBtr0433498,FBgn0013672,mt:ATPase6,protein_coding
FBtr0346886,FBgn0267508,28SrRNA-Psi:CR45848,pseudogene
FBtr0100868,FBgn0013676,mt:CoIII,protein_coding
FBtr0100869,FBgn0013694,mt:tRNA:Gly-TCC,tRNA
FBtr0100870,FBgn0013681,mt:ND3,protein_coding
FBtr0333684,FBgn0052011,CR32011,pseudogene
FBtr0100871,FBgn0013689,mt:tRNA:Ala-TGC,tRNA
FBtr0100872,FBgn0013704,mt:tRNA:Arg-TCG,tRNA
FBtr0100873,FBgn0013701,mt:tRNA:Asn-GTT,tRNA
FBtr0100874,FBgn0013705,mt:tRNA:Ser-GCT,tRNA
FBtr0100875,FBgn0013692,mt:tRNA:Glu-TTC,tRNA
FBtr0100876,FBgn0013693,mt:tRNA:Phe-GAA,tRNA
FBtr0089182,FBgn0052011,CR32011,pseudogene
FBtr0433501,FBgn0013684,mt:ND5,protein_coding
FBtr0347010,FBgn0085692,CG41561,protein_coding
FBtr0475186,FBgn0031208,CR11023,pseudogene
FBtr0100878,FBgn0013695,mt:tRNA:His-GTG,tRNA
FBtr0433500,FBgn0262952,mt:ND4,protein_coding
FBtr0100880,FBgn0013683,mt:ND4L,protein_coding
FBtr0346674,FBgn0261399,Pp1-Y1,protein_coding
FBtr0100881,FBgn0013707,mt:tRNA:Thr-TGT,tRNA
FBtr0078171,FBgn0002121,l(2)gl,protein_coding
FBtr0078170,FBgn0002121,l(2)gl,protein_coding
FBtr0330655,FBgn0002121,l(2)gl,protein_coding
FBtr0078166,FBgn0002121,l(2)gl,protein_coding
FBtr0306591,FBgn0002121,l(2)gl,protein_coding
FBtr0306589,FBgn0002121,l(2)gl,protein_coding
FBtr0078168,FBgn0002121,l(2)gl,protein_coding
FBtr0078167,FBgn0002121,l(2)gl,protein_coding
FBtr0306590,FBgn0002121,l(2)gl,protein_coding
FBtr0306592,FBgn0002121,l(2)gl,protein_coding
FBtr0078169,FBgn0002121,l(2)gl,protein_coding
FBtr0100882,FBgn0013702,mt:tRNA:Pro-TGG,tRNA
FBtr0100883,FBgn0013685,mt:ND6,protein_coding
FBtr0433502,FBgn0013678,mt:Cyt-b,protein_coding
FBtr0347033,FBgn0267594,CR45932,pseudogene
FBtr0100885,FBgn0013706,mt:tRNA:Ser-TGA,tRNA
FBtr0433499,FBgn0013679,mt:ND1,protein_coding
FBtr0333683,FBgn0052010,CR32010,pseudogene
FBtr0100887,FBgn0013698,mt:tRNA:Leu-TAG,tRNA
FBtr0100888,FBgn0013686,mt:lrRNA,rRNA
FBtr0089181,FBgn0052010,CR32010,pseudogene
FBtr0100889,FBgn0013708,mt:tRNA:Val-TAC,tRNA
FBtr0100890,FBgn0013688,mt:srRNA,rRNA
FBgn0013687,FBgn0013687,mt:ori,pseudogene
FBtr0346869,FBgn0267509,5.8SrRNA-Psi:CR45849,pseudogene
FBtr0346870,FBgn0267510,2SrRNA-Psi:CR45850,pseudogene
FBtr0346871,FBgn0085753,28SrRNA-Psi:CR40596,pseudogene
FBtr0113008,FBgn0031209,Ir21a,protein_coding
FBtr0309810,FBgn0263584,asRNA:CR43609,ncRNA
FBtr0346772,FBgn0267433,kl-5,protein_coding
FBtr0329896,FBgn0052475,mthl8,protein_coding
FBtr0072462,FBgn0052475,mthl8,protein_coding
FBtr0309229,FBgn0051973,Cda5,protein_coding
FBtr0078163,FBgn0051973,Cda5,protein_coding
FBtr0309227,FBgn0051973,Cda5,protein_coding
FBtr0309226,FBgn0051973,Cda5,protein_coding
FBtr0078164,FBgn0051973,Cda5,protein_coding
FBtr0309228,FBgn0051973,Cda5,protein_coding
FBtr0309225,FBgn0051973,Cda5,protein_coding
FBtr0113416,FBgn0051973,Cda5,protein_coding
FBtr0333682,FBgn0052009,CR32009,pseudogene
FBtr0089180,FBgn0052009,CR32009,pseudogene
FBtr0308297,FBgn0025740,PlexB,protein_coding
FBtr0089179,FBgn0025740,PlexB,protein_coding
FBtr0346872,FBgn0267511,28SrRNA-Psi:CR45851,pseudogene
FBtr0346873,FBgn0267505,pre-rRNA:CR45845,rRNA
FBtr0344900,FBgn0266617,asRNA:CR45124,ncRNA
FBtr0346874,FBgn0085802,18SrRNA:CR41548,rRNA
FBtr0340499,FBgn0265633,lncRNA:CR44440,ncRNA
FBtr0472926,FBgn0285975,mir-10404-1,pre_miRNA
FBtr0346887,FBgn0267512,5.8SrRNA:CR45852,rRNA
FBtr0346875,FBgn0267496,2SrRNA:CR45836,rRNA
FBtr0346876,FBgn0267497,28SrRNA:CR45837,rRNA
FBtr0306168,FBgn0004859,ci,protein_coding
FBtr0089178,FBgn0004859,ci,protein_coding
FBtr0308074,FBgn0004859,ci,protein_coding
FBtr0113686,FBgn0040038,klhl10,protein_coding
FBtr0305596,FBgn0262679,CG43149,protein_coding
FBtr0347585,FBgn0267987,lncRNA:CR46254,ncRNA
FBtr0346877,FBgn0267506,pre-rRNA:CR45846,rRNA
FBtr0346878,FBgn0267498,18SrRNA:CR45838,rRNA
FBtr0333705,FBgn0264617,asRNA:CR43957,ncRNA
FBtr0333704,FBgn0264617,asRNA:CR43957,ncRNA
FBtr0113685,FBgn0040038,klhl10,protein_coding
FBtr0346879,FBgn0267499,5.8SrRNA:CR45839,rRNA
FBtr0346880,FBgn0267500,2SrRNA:CR45840,rRNA
FBtr0308296,FBgn0017545,RpS3A,protein_coding
FBtr0321323,FBgn0263851,snoRNA:CD-24,snoRNA
FBtr0345732,FBgn0266878,lncRNA:CR45339,ncRNA
FBtr0089176,FBgn0017545,RpS3A,protein_coding
FBtr0089175,FBgn0017545,RpS3A,protein_coding
FBtr0345733,FBgn0266879,lncRNA:CR45340,ncRNA
FBtr0072463,FBgn0002564,Lsp1gamma,protein_coding
FBtr0306539,FBgn0067779,dbr,protein_coding
FBtr0346881,FBgn0267507,pre-rRNA:CR45847,rRNA
FBtr0306536,FBgn0067779,dbr,protein_coding
FBtr0306537,FBgn0067779,dbr,protein_coding
FBtr0306538,FBgn0067779,dbr,protein_coding
FBtr0078100,FBgn0067779,dbr,protein_coding
FBtr0346882,FBgn0267501,18SrRNA:CR45841,rRNA
FBtr0340637,FBgn0265703,lncRNA:CR44510,ncRNA
FBtr0308615,FBgn0085432,pan,protein_coding
FBtr0100246,FBgn0085432,pan,protein_coding
FBtr0334301,FBgn0085432,pan,protein_coding
FBtr0100245,FBgn0085432,pan,protein_coding
FBtr0089159,FBgn0085432,pan,protein_coding
FBtr0309803,FBgn0085432,pan,protein_coding
FBtr0089161,FBgn0085432,pan,protein_coding
FBtr0472927,FBgn0285976,mir-10404-2,pre_miRNA
FBtr0346883,FBgn0267502,5.8SrRNA:CR45842,rRNA
FBtr0089162,FBgn0085432,pan,protein_coding
FBtr0340638,FBgn0265704,lncRNA:CR44511,ncRNA
FBtr0346884,FBgn0267503,2SrRNA:CR45843,rRNA
FBtr0347235,FBgn0262680,lncRNA:CR43150,ncRNA
FBtr0346885,FBgn0267504,28SrRNA:CR45844,rRNA
FBtr0344053,FBgn0266322,asRNA:CR44987,ncRNA
FBtr0344052,FBgn0266322,asRNA:CR44987,ncRNA
FBtr0306540,FBgn0031213,galectin,protein_coding
FBtr0334095,FBgn0264720,lncRNA:CR43988,ncRNA
FBtr0078101,FBgn0031213,galectin,protein_coding
FBtr0331680,FBgn0031213,galectin,protein_coding
FBtr0302164,FBgn0031213,galectin,protein_coding
FBtr0305595,FBgn0035097,CG13405,protein_coding
FBtr0301733,FBgn0031213,galectin,protein_coding
FBtr0072541,FBgn0035097,CG13405,protein_coding
FBtr0306541,FBgn0031214,CG11374,protein_coding
FBtr0290323,FBgn0002931,net,protein_coding
FBtr0330637,FBgn0002931,net,protein_coding
FBtr0112657,FBgn0085432,pan,protein_coding
FBtr0078103,FBgn0031216,Zir,protein_coding
FBtr0072540,FBgn0040688,CG12483,protein_coding
FBtr0330636,FBgn0031217,CG11377,protein_coding
FBtr0078104,FBgn0031217,CG11377,protein_coding
FBtr0301452,FBgn0026787,Nhe1,protein_coding
FBtr0089437,FBgn0005278,Sam-S,protein_coding
FBtr0089429,FBgn0005278,Sam-S,protein_coding
FBtr0330656,FBgn0005278,Sam-S,protein_coding
FBtr0308091,FBgn0005278,Sam-S,protein_coding
FBtr0089428,FBgn0005278,Sam-S,protein_coding
FBtr0089432,FBgn0005278,Sam-S,protein_coding
FBtr0089430,FBgn0005278,Sam-S,protein_coding
FBtr0089431,FBgn0005278,Sam-S,protein_coding
FBtr0089433,FBgn0005278,Sam-S,protein_coding
FBtr0089434,FBgn0005278,Sam-S,protein_coding
FBtr0089435,FBgn0005278,Sam-S,protein_coding
FBtr0089436,FBgn0005278,Sam-S,protein_coding
FBtr0330639,FBgn0031228,ND-15,protein_coding
FBtr0330638,FBgn0031228,ND-15,protein_coding
FBtr0306542,FBgn0031228,ND-15,protein_coding
FBtr0300497,FBgn0011747,Ank,protein_coding
FBtr0336838,FBgn0031219,CG13694,protein_coding
FBtr0078160,FBgn0031219,CG13694,protein_coding
FBtr0089173,FBgn0011747,Ank,protein_coding
FBtr0089171,FBgn0011747,Ank,protein_coding
FBtr0089172,FBgn0011747,Ank,protein_coding
FBtr0100307,FBgn0031220,CG4822,protein_coding
FBtr0078156,FBgn0031220,CG4822,protein_coding
FBtr0078158,FBgn0031220,CG4822,protein_coding
FBtr0078157,FBgn0031220,CG4822,protein_coding
FBtr0100308,FBgn0031220,CG4822,protein_coding
FBtr0100309,FBgn0031220,CG4822,protein_coding
FBtr0330646,FBgn0031220,CG4822,protein_coding
FBtr0078159,FBgn0031220,CG4822,protein_coding
FBtr0100310,FBgn0031220,CG4822,protein_coding
FBtr0307364,FBgn0058469,lncRNA:CR40469,ncRNA
FBtr0078153,FBgn0025683,CG3164,protein_coding
FBtr0078155,FBgn0025683,CG3164,protein_coding
FBtr0100379,FBgn0025683,CG3164,protein_coding
FBtr0078154,FBgn0025683,CG3164,protein_coding
FBtr0344032,FBgn0266304,asRNA:CR44969,ncRNA
FBtr0112921,FBgn0025837,CG17636,protein_coding
FBtr0307095,FBgn0025837,CG17636,protein_coding
FBtr0307094,FBgn0025837,CG17636,protein_coding
FBtr0345843,FBgn0266950,lncRNA:CR45401,ncRNA
FBtr0345842,FBgn0266951,lncRNA:CR45402,ncRNA
FBtr0345841,FBgn0266949,lncRNA:CR45400,ncRNA
FBtr0340053,FBgn0025836,RhoGAP1A,protein_coding
FBtr0340054,FBgn0025836,RhoGAP1A,protein_coding
FBtr0112919,FBgn0025836,RhoGAP1A,protein_coding
FBtr0112920,FBgn0025836,RhoGAP1A,protein_coding
FBtr0072464,FBgn0020386,Pdk1,protein_coding
FBtr0333218,FBgn0020386,Pdk1,protein_coding
FBtr0346826,FBgn0267455,lncRNA:CR45805,ncRNA
FBtr0302200,FBgn0025836,RhoGAP1A,protein_coding
FBtr0340055,FBgn0025836,RhoGAP1A,protein_coding
FBtr0072465,FBgn0020386,Pdk1,protein_coding
FBtr0072466,FBgn0020386,Pdk1,protein_coding
FBtr0072467,FBgn0020386,Pdk1,protein_coding
FBtr0300568,FBgn0001142,Gs1,protein_coding
FBtr0078114,FBgn0001142,Gs1,protein_coding
FBtr0078115,FBgn0001142,Gs1,protein_coding
FBtr0089445,FBgn0052000,anne,protein_coding
FBtr0089447,FBgn0052000,anne,protein_coding
FBtr0089446,FBgn0052000,anne,protein_coding
FBtr0089451,FBgn0052000,anne,protein_coding
FBtr0113417,FBgn0052000,anne,protein_coding
FBtr0333703,FBgn0264616,lncRNA:CR43956,ncRNA
FBtr0072468,FBgn0020386,Pdk1,protein_coding
FBtr0309716,FBgn0263567,mir-4915,pre_miRNA
FBtr0333161,FBgn0052000,anne,protein_coding
FBtr0336836,FBgn0265074,lncRNA:CR44185,ncRNA
FBtr0336837,FBgn0265075,lncRNA:CR44186,ncRNA
FBtr0089450,FBgn0052000,anne,protein_coding
FBtr0089448,FBgn0052000,anne,protein_coding
FBtr0089449,FBgn0052000,anne,protein_coding
FBtr0302196,FBgn0051975,CG31975,protein_coding
FBtr0302194,FBgn0051976,ovm,protein_coding
FBtr0346127,FBgn0051976,ovm,protein_coding
FBtr0302195,FBgn0051975,CG31975,protein_coding
FBtr0345995,FBgn0267029,lncRNA:CR45473,ncRNA
FBtr0345997,FBgn0267029,lncRNA:CR45473,ncRNA
FBtr0345996,FBgn0267029,lncRNA:CR45473,ncRNA
FBtr0072469,FBgn0020386,Pdk1,protein_coding
FBtr0300987,FBgn0051974,CG31974,protein_coding
FBtr0330645,FBgn0051974,CG31974,protein_coding
FBtr0330644,FBgn0051974,CG31974,protein_coding
FBtr0072471,FBgn0020386,Pdk1,protein_coding
FBtr0072470,FBgn0020386,Pdk1,protein_coding
FBtr0345993,FBgn0284435,tyn,protein_coding
FBtr0345994,FBgn0284435,tyn,protein_coding
FBtr0340051,FBgn0025835,CG17707,protein_coding
FBtr0300673,FBgn0025835,CG17707,protein_coding
FBtr0340057,FBgn0284435,tyn,protein_coding
FBtr0078116,FBgn0031224,CG11454,protein_coding
FBtr0330643,FBgn0259818,CG42399,protein_coding
FBtr0301929,FBgn0259818,CG42399,protein_coding
FBtr0346773,FBgn0267489,PRY,protein_coding
FBtr0273353,FBgn0035099,CG6845,protein_coding
FBtr0273351,FBgn0035099,CG6845,protein_coding
FBtr0273352,FBgn0035099,CG6845,protein_coding
FBtr0072538,FBgn0263988,Dic61B,protein_coding
FBtr0072539,FBgn0263988,Dic61B,protein_coding
FBtr0089170,FBgn0052006,CG32006,protein_coding
FBtr0332568,FBgn0264445,lncRNA:CR43863,ncRNA
FBtr0299864,FBgn0035101,p130CAS,protein_coding
FBtr0078147,FBgn0031227,CG3709,protein_coding
FBtr0345283,FBgn0051997,CG31997,protein_coding
FBtr0089154,FBgn0051997,CG31997,protein_coding
FBtr0330641,FBgn0031228,ND-15,protein_coding
FBtr0330642,FBgn0031228,ND-15,protein_coding
FBtr0078117,FBgn0031228,ND-15,protein_coding
FBtr0330640,FBgn0031228,ND-15,protein_coding
FBtr0301887,FBgn0031228,ND-15,protein_coding
FBtr0301886,FBgn0031228,ND-15,protein_coding
FBtr0078118,FBgn0031228,ND-15,protein_coding
FBtr0340650,FBgn0031229,CG3436,protein_coding
FBtr0078119,FBgn0031229,CG3436,protein_coding
FBtr0310437,FBgn0053978,CG33978,protein_coding
FBtr0334300,FBgn0053978,CG33978,protein_coding
FBtr0310435,FBgn0053978,CG33978,protein_coding
FBtr0344639,FBgn0262681,lncRNA:CR43151,ncRNA
FBtr0091612,FBgn0053635,CG33635,protein_coding
FBtr0330652,FBgn0016977,spen,protein_coding
FBtr0306341,FBgn0016977,spen,protein_coding
FBtr0078122,FBgn0016977,spen,protein_coding
FBtr0332336,FBgn0016977,spen,protein_coding
FBtr0078121,FBgn0016977,spen,protein_coding
FBtr0301889,FBgn0035101,p130CAS,protein_coding
FBtr0308251,FBgn0053978,CG33978,protein_coding
FBtr0310436,FBgn0053978,CG33978,protein_coding
FBtr0299865,FBgn0035101,p130CAS,protein_coding
FBtr0072475,FBgn0035101,p130CAS,protein_coding
FBtr0299866,FBgn0035101,p130CAS,protein_coding
FBtr0072537,FBgn0035102,CG7049,protein_coding
FBtr0346827,FBgn0267456,asRNA:CR45806,ncRNA
FBtr0345198,FBgn0266725,asRNA:CR45198,ncRNA
FBtr0340056,FBgn0284435,tyn,protein_coding
FBtr0100135,FBgn0284435,tyn,protein_coding
FBtr0100136,FBgn0284435,tyn,protein_coding
FBtr0301890,FBgn0035103,Vdup1,protein_coding
FBtr0334069,FBgn0035103,Vdup1,protein_coding
FBtr0072534,FBgn0035103,Vdup1,protein_coding
FBtr0072536,FBgn0035103,Vdup1,protein_coding
FBtr0072535,FBgn0035103,Vdup1,protein_coding
FBtr0308248,FBgn0039889,Arl4,protein_coding
FBtr0333677,FBgn0039889,Arl4,protein_coding
FBtr0089153,FBgn0039889,Arl4,protein_coding
FBtr0334068,FBgn0035104,CG13875,protein_coding
FBtr0072476,FBgn0035104,CG13875,protein_coding
FBtr0110975,FBgn0083976,CG34140,protein_coding
FBtr0344024,FBgn0083992,Mkp,protein_coding
FBtr0110977,FBgn0083992,Mkp,protein_coding
FBtr0344094,FBgn0083992,Mkp,protein_coding
FBtr0110976,FBgn0083992,Mkp,protein_coding
FBtr0330653,FBgn0016977,spen,protein_coding
FBtr0332337,FBgn0016977,spen,protein_coding
FBtr0078123,FBgn0016977,spen,protein_coding
FBtr0089148,FBgn0039890,ABCD,protein_coding
FBtr0089149,FBgn0039890,ABCD,protein_coding
FBtr0308247,FBgn0039890,ABCD,protein_coding
FBtr0089147,FBgn0039890,ABCD,protein_coding
FBtr0089150,FBgn0039890,ABCD,protein_coding
FBtr0089146,FBgn0039890,ABCD,protein_coding
FBtr0072478,FBgn0027786,Mtch,protein_coding
FBtr0305545,FBgn0027786,Mtch,protein_coding
FBtr0072477,FBgn0027786,Mtch,protein_coding
FBtr0305546,FBgn0027786,Mtch,protein_coding
FBtr0305544,FBgn0027786,Mtch,protein_coding
FBtr0072479,FBgn0027786,Mtch,protein_coding
FBtr0072532,FBgn0035106,rno,protein_coding
FBtr0305549,FBgn0035106,rno,protein_coding
FBtr0305548,FBgn0035106,rno,protein_coding
FBtr0340500,FBgn0265634,lncRNA:CR44441,ncRNA
FBtr0308249,FBgn0051998,CG31998,protein_coding
FBtr0089145,FBgn0051998,CG31998,protein_coding
FBtr0072481,FBgn0035107,mri,protein_coding
FBtr0072480,FBgn0035107,mri,protein_coding
FBtr0346614,FBgn0035107,mri,protein_coding
FBtr0072530,FBgn0025592,Gk1,protein_coding
FBtr0072529,FBgn0025592,Gk1,protein_coding
FBtr0072483,FBgn0024945,NitFhit,protein_coding
FBtr0078124,FBgn0031231,mRpL10,protein_coding
FBtr0078146,FBgn0031232,CG11617,protein_coding
FBtr0308246,FBgn0031232,CG11617,protein_coding
FBtr0072484,FBgn0035109,CG13876,protein_coding
FBtr0332338,FBgn0031233,Tbc1d15-17,protein_coding
FBtr0344842,FBgn0027587,CG7028,protein_coding
FBtr0332339,FBgn0031233,Tbc1d15-17,protein_coding
FBtr0078125,FBgn0031233,Tbc1d15-17,protein_coding
FBtr0331407,FBgn0027587,CG7028,protein_coding
FBtr0344841,FBgn0027587,CG7028,protein_coding
FBtr0072528,FBgn0027587,CG7028,protein_coding
FBtr0344840,FBgn0027587,CG7028,protein_coding
FBtr0308256,FBgn0024811,Crk,protein_coding
FBtr0304871,FBgn0024811,Crk,protein_coding
FBtr0345064,FBgn0024811,Crk,protein_coding
FBtr0089112,FBgn0024811,Crk,protein_coding
FBtr0089114,FBgn0024811,Crk,protein_coding
FBtr0345065,FBgn0024811,Crk,protein_coding
FBtr0089113,FBgn0024811,Crk,protein_coding
FBtr0308253,FBgn0266557,kis,protein_coding
FBtr0078145,FBgn0266557,kis,protein_coding
FBtr0078144,FBgn0266557,kis,protein_coding
FBtr0308255,FBgn0266557,kis,protein_coding
FBtr0299837,FBgn0266557,kis,protein_coding
FBtr0308254,FBgn0266557,kis,protein_coding
FBtr0072527,FBgn0035110,thoc7,protein_coding
FBtr0072526,FBgn0035110,thoc7,protein_coding
FBtr0072486,FBgn0035111,Dis3l2,protein_coding
FBtr0072487,FBgn0035111,Dis3l2,protein_coding
FBtr0089144,FBgn0051999,CG31999,protein_coding
FBtr0344870,FBgn0051999,CG31999,protein_coding
FBtr0475061,FBgn0286883,CR46405,pseudogene
FBtr0100851,FBgn0063923,Kaz1-ORFB,protein_coding
FBtr0304146,FBgn0063924,Kaz1-ORFA,pseudogene
FBtr0072493,FBgn0063923,Kaz1-ORFB,protein_coding
FBtr0072488,FBgn0063923,Kaz1-ORFB,protein_coding
FBtr0100224,FBgn0063923,Kaz1-ORFB,protein_coding
FBtr0072525,FBgn0035113,pyx,protein_coding
FBtr0072524,FBgn0035113,pyx,protein_coding
FBtr0300710,FBgn0035112,CG13877,protein_coding
FBtr0304058,FBgn0035112,CG13877,protein_coding
FBtr0336984,FBgn0265151,lncRNA:CR44220,ncRNA
FBtr0336985,FBgn0265153,lncRNA:CR44222,ncRNA
FBtr0345592,FBgn0053229,CG33229,protein_coding
FBtr0072499,FBgn0053229,CG33229,protein_coding
FBtr0309037,FBgn0262109,lncRNA:CR42862,ncRNA
FBtr0309038,FBgn0262109,lncRNA:CR42862,ncRNA
FBtr0309036,FBgn0262109,lncRNA:CR42862,ncRNA
FBtr0309035,FBgn0262109,lncRNA:CR42862,ncRNA
FBtr0304059,FBgn0262109,lncRNA:CR42862,ncRNA
FBtr0089115,FBgn0039896,yellow-h,protein_coding
FBtr0336986,FBgn0265152,lncRNA:CR44221,ncRNA
FBtr0347294,FBgn0267734,asRNA:CR46065,ncRNA
FBtr0089116,FBgn0039897,CG1674,protein_coding
FBtr0303931,FBgn0262035,CG42846,protein_coding
FBtr0333671,FBgn0039897,CG1674,protein_coding
FBtr0300799,FBgn0039897,CG1674,protein_coding
FBtr0300800,FBgn0039897,CG1674,protein_coding
FBtr0300798,FBgn0039897,CG1674,protein_coding
FBtr0089119,FBgn0039897,CG1674,protein_coding
FBtr0308087,FBgn0039897,CG1674,protein_coding
FBtr0308086,FBgn0039897,CG1674,protein_coding
FBtr0300796,FBgn0039897,CG1674,protein_coding
FBtr0112760,FBgn0085483,CG34454,protein_coding
FBtr0300797,FBgn0039897,CG1674,protein_coding
FBtr0309764,FBgn0263465,snoRNA:kis-a,snoRNA
FBtr0299518,FBgn0085482,CG34453,protein_coding
FBtr0078126,FBgn0031235,CG13693,protein_coding
FBtr0332103,FBgn0000541,E(bx),protein_coding
FBtr0332104,FBgn0000541,E(bx),protein_coding
FBtr0301348,FBgn0000541,E(bx),protein_coding
FBtr0072521,FBgn0000541,E(bx),protein_coding
FBtr0332101,FBgn0000541,E(bx),protein_coding
FBtr0332102,FBgn0000541,E(bx),protein_coding
FBtr0072522,FBgn0000541,E(bx),protein_coding
FBtr0072523,FBgn0000541,E(bx),protein_coding
FBtr0301349,FBgn0000541,E(bx),protein_coding
FBtr0304343,FBgn0262252,mir-965,pre_miRNA
FBtr0340207,FBgn0040373,CG3038,protein_coding
FBtr0070108,FBgn0040373,CG3038,protein_coding
FBtr0070107,FBgn0040373,CG3038,protein_coding
FBtr0070063,FBgn0040372,G9a,protein_coding
FBtr0332992,FBgn0040372,G9a,protein_coding
FBtr0334409,FBgn0053481,dpr7,protein_coding
FBtr0334408,FBgn0053481,dpr7,protein_coding
FBtr0072501,FBgn0052476,mthl14,protein_coding
FBtr0336987,FBgn0265149,lncRNA:CR44218,ncRNA
FBtr0305325,FBgn0024806,DIP2,protein_coding
FBtr0332108,FBgn0024806,DIP2,protein_coding
FBtr0332109,FBgn0024806,DIP2,protein_coding
FBtr0072520,FBgn0024806,DIP2,protein_coding
FBtr0332110,FBgn0024806,DIP2,protein_coding
FBtr0336990,FBgn0283652,Rpp30,protein_coding
FBtr0078143,FBgn0283652,Rpp30,protein_coding
FBtr0336989,FBgn0031238,CG3645,protein_coding
FBtr0078141,FBgn0031238,CG3645,protein_coding
FBtr0078140,FBgn0031238,CG3645,protein_coding
FBtr0299978,FBgn0259722,CG42376,protein_coding
FBtr0299977,FBgn0259722,CG42376,protein_coding
FBtr0308691,FBgn0259216,RhoGAP102A,protein_coding
FBtr0299723,FBgn0259216,RhoGAP102A,protein_coding
FBtr0334407,FBgn0259216,RhoGAP102A,protein_coding
FBtr0299722,FBgn0259216,RhoGAP102A,protein_coding
FBtr0070064,FBgn0000316,cin,protein_coding
FBtr0070065,FBgn0000316,cin,protein_coding
FBtr0332106,FBgn0035120,wac,protein_coding
FBtr0070106,FBgn0261446,CG13377,protein_coding
FBtr0332990,FBgn0261446,CG13377,protein_coding
FBtr0289972,FBgn0035120,wac,protein_coding
FBtr0300711,FBgn0035120,wac,protein_coding
FBtr0332991,FBgn0264507,asRNA:CR43906,ncRNA
FBtr0332107,FBgn0035121,Tudor-SN,protein_coding
FBtr0072519,FBgn0035121,Tudor-SN,protein_coding
FBtr0308252,FBgn0031239,CG17075,protein_coding
FBtr0309769,FBgn0263470,snoRNA:Tudor-SN-a,snoRNA
FBtr0113599,FBgn0083014,snoRNA:Psi18S-996,snoRNA
FBtr0336988,FBgn0265150,lncRNA:CR44219,ncRNA
FBtr0078142,FBgn0031239,CG17075,protein_coding
FBtr0310415,FBgn0035122,mRpL17,protein_coding
FBtr0072503,FBgn0035122,mRpL17,protein_coding
FBtr0112458,FBgn0085292,CG34263,protein_coding
FBtr0332988,FBgn0029518,CG13376,protein_coding
FBtr0332989,FBgn0029518,CG13376,protein_coding
FBtr0308207,FBgn0029518,CG13376,protein_coding
FBtr0310416,FBgn0027111,miple1,protein_coding
FBtr0072505,FBgn0027111,miple1,protein_coding
FBtr0072504,FBgn0027111,miple1,protein_coding
FBtr0333678,FBgn0042696,NfI,protein_coding
FBtr0089141,FBgn0042696,NfI,protein_coding
FBtr0100580,FBgn0005427,ewg,protein_coding
FBtr0100578,FBgn0005427,ewg,protein_coding
FBtr0100582,FBgn0005427,ewg,protein_coding
FBtr0100577,FBgn0005427,ewg,protein_coding
FBtr0100579,FBgn0005427,ewg,protein_coding
FBtr0100581,FBgn0005427,ewg,protein_coding
FBtr0089442,FBgn0005427,ewg,protein_coding
FBtr0078127,FBgn0031240,CG3345,protein_coding
FBtr0332976,FBgn0005427,ewg,protein_coding
FBtr0332978,FBgn0005427,ewg,protein_coding
FBtr0332977,FBgn0005427,ewg,protein_coding
FBtr0089441,FBgn0005427,ewg,protein_coding
FBtr0308208,FBgn0005427,ewg,protein_coding
FBtr0308209,FBgn0005427,ewg,protein_coding
FBtr0332839,FBgn0029002,miple2,protein_coding
FBtr0072518,FBgn0052845,CG32845,protein_coding
FBtr0072506,FBgn0029002,miple2,protein_coding
FBtr0332837,FBgn0029002,miple2,protein_coding
